32.03,6.97,81.03,a_001.JPG
31.95,6.95,81.05,a_002.JPG
31.97,6.95,81.03,a_003.JPG
32.01,6.93,81.03,a_004.JPG
32.05,6.94,81.04,a_005.JPG
32.04,6.96,81.01,a_006.JPG
32.05,6.96,80.99,a_007.JPG
32.07,6.96,81,a_008.JPG
32.06,6.95,80.99,a_009.JPG
32.05,6.94,80.99,a_010.JPG
32.05,6.94,80.98,a_011.JPG
32.07,6.96,81.02,a_012.JPG
32.09,6.97,81.04,a_013.JPG
32.11,6.94,81.02,a_014.JPG
32.13,6.92,80.98,a_015.JPG
32.11,6.94,81,a_016.JPG
32.09,6.94,81,a_017.JPG
32.09,6.93,80.98,a_018.JPG
32.07,6.94,80.98,a_019.JPG
32.06,6.94,80.99,a_020.JPG
32.04,6.95,81,a_021.JPG
32.07,6.97,81.02,a_022.JPG
32.08,6.97,81.01,a_023.JPG
32.1,6.95,81.02,a_024.JPG
32.11,6.95,81,a_025.JPG
32.11,6.97,81,a_026.JPG
32.09,6.96,80.99,a_027.JPG
32.09,6.95,80.99,a_028.JPG
32.1,6.95,80.99,a_029.JPG
32.09,6.95,81.01,a_030.JPG
32.1,6.95,81.01,a_031.JPG
32.11,6.96,80.99,a_032.JPG
32.11,6.95,80.99,a_033.JPG
32.11,6.96,80.99,a_034.JPG
32.11,6.94,80.99,a_035.JPG
32.11,6.96,81,a_036.JPG
32.11,6.97,81.03,a_037.JPG
32.11,6.97,81.03,a_038.JPG
32.12,6.95,81.03,a_039.JPG
32.12,6.94,81.03,a_040.JPG
32.12,6.95,81,a_041.JPG
32.11,6.95,81,a_042.JPG
32.12,6.96,80.99,a_043.JPG
32.12,6.95,80.99,a_044.JPG
32.09,6.95,81,a_045.JPG
32.07,6.94,81,a_046.JPG
32.06,6.93,81,a_047.JPG
32.06,6.92,81,a_048.JPG
32.07,6.97,81.01,a_049.JPG
32.09,6.97,81.02,a_050.JPG
32.09,6.95,81.04,a_051.JPG
32.1,6.96,81.01,a_052.JPG
32.11,6.94,80.99,a_053.JPG
32.09,6.95,80.98,a_054.JPG
32.09,6.97,81.02,a_055.JPG
32.09,6.96,81.01,a_056.JPG
32.1,6.94,81.01,a_057.JPG
32.11,6.95,81.02,a_058.JPG
32.13,6.96,81.01,a_059.JPG
32.12,6.94,81.01,a_060.JPG
32.09,6.94,80.99,a_061.JPG
32.11,6.99,81.02,a_062.JPG
32.11,6.98,81.02,a_063.JPG
32.12,6.97,81,a_064.JPG
32.12,6.93,80.99,a_065.JPG
32.13,6.94,80.98,a_066.JPG
32.13,6.94,81,a_067.JPG
32.16,6.95,80.97,a_068.JPG
32.16,6.96,80.96,a_069.JPG
32.14,6.94,80.95,a_070.JPG
32.14,6.95,80.93,a_071.JPG
32.12,6.94,80.98,a_072.JPG
32.1,6.93,80.96,a_073.JPG
32.11,6.94,80.97,a_074.JPG
32.09,6.95,81,a_075.JPG
32.1,6.93,80.98,a_076.JPG
32.12,6.94,80.98,a_077.JPG
32.12,6.94,81,a_078.JPG
32.11,6.95,81.02,a_079.JPG
32.11,6.97,81,a_080.JPG
32.1,6.98,80.99,a_081.JPG
32.11,6.94,81.02,a_082.JPG
32.11,6.93,81,a_083.JPG
32.11,6.97,80.99,a_084.JPG
32.11,6.97,81,a_085.JPG
32.12,6.95,80.99,a_086.JPG
32.11,6.98,81,a_087.JPG
32.12,6.94,81,a_088.JPG
32.11,6.93,80.97,a_089.JPG
32.11,6.94,81,a_090.JPG
32.12,6.96,80.99,a_091.JPG
32.12,6.96,81,a_092.JPG
32.12,6.96,81,a_093.JPG
32.12,6.97,80.98,a_094.JPG
32.12,6.95,80.98,a_095.JPG
32.09,6.94,80.99,a_096.JPG
32.09,6.95,81,a_097.JPG
32.12,6.95,81,a_098.JPG
32.15,6.94,81,a_099.JPG
32,18.37,81.07,b_001.JPG
31.99,18.37,81.07,b_002.JPG
31.99,18.39,81.11,b_003.JPG
31.96,18.4,81.1,b_004.JPG
31.99,18.4,81.06,b_005.JPG
32.03,18.4,81,b_006.JPG
31.99,18.44,81.07,b_007.JPG
31.97,18.42,81.09,b_008.JPG
31.96,18.4,81.07,b_009.JPG
31.92,18.38,81.09,b_010.JPG
31.96,18.35,81.07,b_011.JPG
31.99,18.36,81.06,b_012.JPG
32.02,18.37,81.05,b_013.JPG
32.02,18.41,81.03,b_014.JPG
31.99,18.4,81.06,b_015.JPG
31.97,18.39,81.03,b_016.JPG
32.05,18.39,81.07,b_017.JPG
32.07,18.39,81.08,b_018.JPG
32.06,18.41,81.05,b_019.JPG
32.03,18.4,81.03,b_020.JPG
32.05,18.36,81.05,b_021.JPG
32.02,18.37,81.05,b_022.JPG
32,18.36,81.04,b_023.JPG
32.01,18.37,81.03,b_024.JPG
32.02,18.35,81.03,b_025.JPG
32.03,18.4,81.04,b_026.JPG
32.05,18.39,81.01,b_027.JPG
