119.54,25.22,96.26,a_001.JPG
119.54,25.18,96.23,a_002.JPG
119.55,25.18,96.26,a_003.JPG
119.6,25.19,96.24,a_004.JPG
119.62,25.18,96.24,a_005.JPG
119.58,25.17,96.27,a_006.JPG
119.63,25.15,96.3,a_007.JPG
119.63,25.17,96.3,a_008.JPG
119.62,25.17,96.28,a_009.JPG
119.58,25.17,96.31,a_010.JPG
119.6,25.18,96.33,a_011.JPG
119.58,25.19,96.32,a_012.JPG
119.55,25.19,96.3,a_013.JPG
119.52,25.2,96.31,a_014.JPG
119.53,25.2,96.3,a_015.JPG
119.5,25.22,96.28,a_016.JPG
119.51,25.23,96.3,a_017.JPG
119.55,25.19,96.36,a_018.JPG
119.54,25.2,96.36,a_019.JPG
119.53,25.17,96.33,a_020.JPG
119.57,25.2,96.31,a_021.JPG
119.57,25.2,96.28,a_022.JPG
119.57,25.21,96.28,a_023.JPG
119.57,25.18,96.31,a_024.JPG
119.58,25.18,96.32,a_025.JPG
119.59,25.19,96.31,a_026.JPG
119.55,25.19,96.31,a_027.JPG
119.55,25.17,96.32,a_028.JPG
119.55,25.18,96.36,a_029.JPG
119.54,25.19,96.36,a_030.JPG
119.52,25.21,96.35,a_031.JPG
119.5,25.22,96.34,a_032.JPG
119.5,25.21,96.34,a_033.JPG
119.47,25.2,96.33,a_034.JPG
119.45,25.22,96.32,a_035.JPG
119.47,25.21,96.32,a_036.JPG
119.49,25.2,96.33,a_037.JPG
119.5,25.22,96.31,a_038.JPG
119.54,25.22,96.31,a_039.JPG
119.55,25.21,96.31,a_040.JPG
119.54,25.19,96.34,a_041.JPG
119.55,25.19,96.34,a_042.JPG
119.55,25.18,96.34,a_043.JPG
119.58,25.2,96.27,a_044.JPG
119.52,25.19,96.31,a_045.JPG
119.53,25.18,96.34,a_046.JPG
119.54,25.18,96.32,a_047.JPG
119.55,25.18,96.33,a_048.JPG
119.52,25.2,96.35,a_049.JPG
119.53,25.19,96.38,a_050.JPG
119.54,25.17,96.38,a_051.JPG
119.52,25.18,96.36,a_052.JPG
119.56,25.22,96.36,a_053.JPG
119.5,25.19,96.4,a_054.JPG
119.45,25.22,96.37,a_055.JPG
119.47,25.19,96.35,a_056.JPG
119.52,25.23,96.33,a_057.JPG
119.59,25.19,96.38,a_058.JPG
119.58,25.2,96.39,a_059.JPG
119.58,25.23,96.42,a_060.JPG
116.05,18.43,76.83,b_001.JPG
116.03,18.44,76.86,b_002.JPG
116.02,18.47,76.84,b_003.JPG
116.03,18.48,76.79,b_004.JPG
116.04,18.48,76.81,b_005.JPG
116.03,18.46,76.79,b_006.JPG
116.01,18.45,76.79,b_007.JPG
116.01,18.44,76.8,b_008.JPG
115.99,18.44,76.82,b_009.JPG
116,18.45,76.82,b_010.JPG
116,18.45,76.82,b_011.JPG
116,18.45,76.82,b_012.JPG
116.02,18.44,76.81,b_013.JPG
116.01,18.44,76.79,b_014.JPG
116.02,18.46,76.81,b_015.JPG
116,18.44,76.82,b_016.JPG
116.02,18.44,76.83,b_017.JPG
116.01,18.45,76.85,b_018.JPG
116.03,18.44,76.83,b_019.JPG
116.03,18.45,76.83,b_020.JPG
116.03,18.46,76.83,b_021.JPG
116.03,18.47,76.8,b_022.JPG
115.99,18.44,76.79,b_023.JPG
115.97,18.44,76.78,b_024.JPG
115.97,18.45,76.78,b_025.JPG
115.97,18.45,76.81,b_026.JPG
115.99,18.48,76.78,b_027.JPG
115.99,18.47,76.81,b_028.JPG
115.97,18.44,76.81,b_029.JPG
115.99,18.43,76.82,b_030.JPG
116.02,18.45,76.84,b_031.JPG
116.05,18.46,76.85,b_032.JPG
116.05,18.44,76.83,b_033.JPG
116.03,18.44,76.86,b_034.JPG
116.01,18.45,76.83,b_035.JPG
116,18.44,76.82,b_036.JPG
115.98,18.43,76.81,b_037.JPG
115.98,18.44,76.83,b_038.JPG
116.01,18.45,76.83,b_039.JPG
116.03,18.46,76.8,b_040.JPG
116.03,18.46,76.81,b_041.JPG
116,18.46,76.82,b_042.JPG
115.99,18.45,76.82,b_043.JPG
116,18.45,76.81,b_044.JPG
116,18.43,76.82,b_045.JPG
115.98,18.45,76.81,b_046.JPG
115.99,18.45,76.79,b_047.JPG
115.97,18.43,76.83,b_048.JPG
116.01,18.43,76.83,b_049.JPG
116.01,18.43,76.86,b_050.JPG
116.05,18.46,76.85,b_051.JPG
116,18.44,76.82,b_052.JPG
116,18.44,76.8,b_053.JPG
116.02,18.45,76.81,b_054.JPG
115.97,18.46,76.79,b_055.JPG
115.98,18.45,76.78,b_056.JPG
116.01,18.46,76.8,b_057.JPG
116,18.44,76.79,b_058.JPG
116,18.44,76.8,b_059.JPG
116,18.42,76.83,b_060.JPG
116,18.44,76.82,b_061.JPG
115.99,18.45,76.82,b_062.JPG
116.03,18.47,76.85,b_063.JPG
115.99,18.45,76.82,b_064.JPG
115.97,18.45,76.83,b_065.JPG
115.95,18.44,76.82,b_066.JPG
115.95,18.44,76.81,b_067.JPG
115.96,18.44,76.83,b_068.JPG
116,18.44,76.82,b_069.JPG
115.98,18.46,76.83,b_070.JPG
115.97,18.44,76.81,b_071.JPG
115.96,18.44,76.82,b_072.JPG
115.97,18.44,76.83,b_073.JPG
115.97,18.44,76.82,b_074.JPG
116,18.44,76.86,b_075.JPG
116,18.45,76.83,b_076.JPG
116,18.44,76.83,b_077.JPG
116,18.44,76.82,b_078.JPG
116,18.44,76.83,b_079.JPG
116.03,18.44,76.82,b_080.JPG
116.02,18.46,76.83,b_081.JPG
121.52,16.56,19.91,c_001.JPG
121.51,16.56,19.95,c_002.JPG
121.49,16.55,19.94,c_003.JPG
121.52,16.54,19.93,c_004.JPG
121.52,16.55,19.98,c_005.JPG
121.51,16.55,19.95,c_006.JPG
121.51,16.55,19.92,c_007.JPG
121.51,16.55,19.89,c_008.JPG
121.54,16.55,19.91,c_009.JPG
121.55,16.56,19.92,c_010.JPG
121.57,16.57,19.93,c_011.JPG
121.55,16.56,19.92,c_012.JPG
121.51,16.56,19.93,c_013.JPG
121.49,16.57,19.92,c_014.JPG
121.47,16.57,19.9,c_015.JPG
121.44,16.57,19.93,c_016.JPG
121.42,16.57,19.92,c_017.JPG
121.42,16.54,19.92,c_018.JPG
121.44,16.56,19.94,c_019.JPG
121.49,16.55,19.95,c_020.JPG
121.46,16.56,19.91,c_021.JPG
121.44,16.54,19.91,c_022.JPG
121.44,16.56,19.93,c_023.JPG
121.46,16.58,19.92,c_024.JPG
121.46,16.59,19.88,c_025.JPG
121.45,16.56,19.88,c_026.JPG
121.46,16.53,19.9,c_027.JPG
121.46,16.56,19.88,c_028.JPG
121.46,16.57,19.86,c_029.JPG
121.44,16.55,19.91,c_030.JPG
121.44,16.56,19.91,c_031.JPG
121.43,16.54,19.94,c_032.JPG
121.43,16.56,19.94,c_033.JPG
121.45,16.54,19.95,c_034.JPG
121.46,16.56,19.94,c_035.JPG
121.45,16.56,19.94,c_036.JPG
121.47,16.56,19.92,c_037.JPG
121.5,16.56,19.92,c_038.JPG
121.49,16.55,19.96,c_039.JPG
121.5,16.55,19.97,c_040.JPG
121.45,16.56,19.94,c_041.JPG
121.46,16.56,19.93,c_042.JPG
121.46,16.57,19.95,c_043.JPG
121.46,16.54,19.91,c_044.JPG
121.45,16.56,19.92,c_045.JPG
121.46,16.55,19.91,c_046.JPG
121.48,16.56,19.9,c_047.JPG
121.47,16.57,19.88,c_048.JPG
121.44,16.58,19.89,c_049.JPG
121.42,16.57,19.89,c_050.JPG
121.42,16.57,19.89,c_051.JPG
121.44,16.58,19.87,c_052.JPG
